Number of JS,Number of NS,Number of external JS,Number of internal JS,Number of image,Nuber of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of digits,World Traffic rank,Country Traffic rank,No of form,Output
0,0,0,0,0,0,0,0,0,0,0,66,5,0,5,1,0,0,0,0,0,0,0,1
5,0,0,5,24,0,0,15,0,0,0,73,5,1,6,1,0,0,0,5,0,0,1,1
1,0,0,1,1,0,0,2,0,0,0,23,3,0,2,0,0,0,0,1,19692,433,0,1
0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,26,3,0,1,0,0,0,0,3,4483987,67439,0,1
2,0,0,2,0,0,0,0,0,0,0,73,5,1,5,1,0,0,0,0,0,0,0,1
2,0,0,2,5,0,0,6,0,0,0,39,3,0,2,3,0,0,0,3,6001,2145,0,1
3,0,0,3,1,0,0,2,0,0,0,63,3,0,5,0,0,0,0,2,0,0,0,1
0,0,0,0,2,0,0,2,0,0,0,32,3,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,2,0,0,0,25,3,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,2,0,0,0,24,3,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,38,5,0,1,1,0,0,0,8,0,0,0,1
2,0,0,2,5,0,0,6,0,0,0,59,3,0,5,0,0,0,0,3,6001,2145,0,1
0,0,0,0,0,0,0,1,0,0,0,73,7,0,6,0,1,0,0,0,851104,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,3,0,8,0,0,0,0,1,5931,2457,0,1
0,0,0,0,0,0,0,2,0,0,0,73,6,0,5,0,0,0,0,7,1,1,0,1
1,0,0,1,1,0,0,2,0,0,0,28,3,0,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,58,5,2,3,0,0,2,0,0,874090,59569,0,1
2,0,0,2,0,0,0,1,0,0,0,22,3,0,1,1,0,0,0,0,0,0,1,1
11,0,0,11,1,0,0,1,0,0,0,25,3,0,2,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,26,4,0,1,0,0,0,0,3,4483987,67439,0,1
0,0,0,0,0,0,0,0,0,0,0,73,3,1,6,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,57,5,0,5,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,2,0,0,0,40,3,0,3,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,2,0,0,0,30,3,0,2,0,0,0,0,0,0,0,0,1
2,0,0,2,5,0,0,6,0,0,0,37,3,0,2,0,0,0,0,7,6001,2145,0,1
2,0,0,2,5,0,0,6,0,0,0,49,3,0,5,1,0,0,0,3,6001,2145,0,1
0,0,0,0,0,0,0,0,0,0,0,73,4,1,5,0,1,2,1,5,8094126,0,0,1
2,0,0,2,5,0,0,6,0,0,0,39,3,0,2,0,0,0,0,3,6001,2145,0,1
2,0,0,2,4,0,0,15,0,0,0,39,3,0,2,1,0,0,0,0,0,0,1,1
1,0,0,1,1,0,0,2,0,0,0,24,3,0,1,0,0,0,0,1,0,0,0,1
1,0,0,1,1,0,0,2,0,0,0,26,3,0,2,0,0,0,0,0,0,0,0,1
2,0,0,2,5,0,0,6,0,0,0,43,3,0,3,0,0,0,0,3,6001,2145,0,1
0,0,0,0,2,0,0,11,0,0,0,28,3,0,1,0,0,0,0,0,30071,1567,0,1
55,5,0,55,9,2,0,3,0,0,0,65,4,1,6,1,0,2,2,4,2605356,0,1,1
0,0,0,0,0,0,0,0,0,0,0,58,6,0,4,0,0,0,0,0,0,0,0,1
26,0,0,26,9,0,0,48,0,0,0,73,7,1,6,1,0,0,0,6,0,0,2,1
2,0,0,2,5,0,0,6,0,0,0,41,3,0,2,1,0,0,0,3,6001,2145,0,1
0,0,0,0,0,0,0,0,0,0,0,27,4,0,1,0,0,0,0,3,4483987,67439,0,1
0,0,0,0,0,0,0,0,0,0,0,53,6,0,6,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,69,4,1,6,1,1,2,1,7,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,6,0,6,0,0,0,0,9,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,3,1,6,0,0,0,0,1,4832418,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,6,0,7,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,6,0,5,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,26,3,0,1,1,0,0,0,0,0,0,0,1
2,0,0,2,4,0,0,16,0,0,0,38,3,0,2,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,64,3,0,11,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,57,6,0,5,0,0,0,0,12,0,0,0,1
0,0,0,0,0,0,0,15,0,0,0,58,4,0,4,0,0,0,0,19,0,0,1,1
2,0,0,2,4,0,0,16,0,0,0,39,3,0,1,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,3,0,0,0,43,4,0,3,1,0,0,0,6,7780914,0,0,1
0,0,0,0,0,0,0,2,0,0,0,70,7,0,5,3,0,0,0,7,0,0,0,1
0,0,0,0,1,0,0,1,0,0,0,73,3,1,4,0,0,1,0,5,8656538,0,0,1
0,0,0,0,0,0,0,0,0,0,0,22,2,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,50,3,0,5,2,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,2,0,0,0,32,3,0,2,0,0,0,0,0,0,0,0,1
4,0,0,4,0,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,2,0,0,0,73,5,1,6,2,0,0,0,0,0,0,0,1
2,0,0,2,4,0,0,16,0,0,0,32,3,0,1,2,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,2,0,0,0,73,5,1,6,2,0,0,0,0,0,0,0,1
3,0,0,3,0,0,0,0,0,0,0,73,5,0,5,0,0,0,0,16,265032,163182,0,1
0,0,0,0,2,0,0,2,0,0,0,65,3,1,6,0,0,2,2,13,0,0,0,1
0,0,0,0,0,0,0,15,0,0,0,58,4,0,4,0,0,0,0,17,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,64,3,0,11,1,0,0,0,0,0,0,0,1
2,0,0,2,4,0,0,18,0,0,0,33,3,0,1,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,2,0,0,0,73,4,0,5,8,0,0,0,0,9310,2916,0,1
14,0,0,14,2,0,0,22,0,1,0,61,7,0,4,0,1,0,0,0,0,0,4,1
0,0,0,0,0,0,0,2,0,0,0,73,6,0,5,0,1,0,0,6,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,73,6,0,6,0,0,0,0,10,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,49,4,0,6,2,0,0,0,2,0,0,0,1
29,0,0,29,3,0,0,76,0,1,0,41,6,0,2,1,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,61,3,0,11,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,32,4,0,3,0,0,0,0,0,292521,217,0,1
81,0,0,81,2,0,0,21,0,0,0,73,6,0,5,4,0,0,0,0,5168953,0,1,1
2,0,0,2,4,0,0,16,0,0,0,39,3,0,2,2,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,67,7,0,5,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,57,6,0,5,0,0,0,0,12,0,0,0,1
25,0,0,25,5,0,0,42,0,0,0,61,6,0,4,2,0,0,0,0,7967925,0,1,1
74,3,0,74,4,2,0,88,0,2,0,73,5,0,4,2,2,0,0,7,2110858,0,3,1
0,0,0,0,0,0,0,0,0,0,0,51,4,0,6,2,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,1,0,0,0,1
81,0,0,81,2,0,0,21,0,0,0,53,4,0,5,2,0,0,0,0,5168953,0,1,1
26,1,0,26,1,0,0,15,0,0,0,73,9,0,5,1,0,0,0,0,0,0,1,1
2,0,0,2,4,0,0,19,0,0,0,40,3,0,1,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,73,7,0,6,0,0,0,0,4,0,0,0,1
2,0,0,2,4,0,0,18,0,0,0,43,3,0,2,1,0,0,0,0,0,0,1,1
3,0,0,3,6,0,0,1,0,0,0,41,3,1,2,0,0,0,0,0,0,0,1,1
16,0,0,16,12,0,0,32,0,0,0,73,6,0,9,0,0,0,0,4,0,0,1,1
0,0,0,0,0,0,0,1,0,0,0,51,3,0,6,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,63,3,0,11,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,6,0,6,0,0,0,0,5,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,56,4,0,5,2,0,0,0,0,0,0,0,1
2,0,0,2,4,0,0,18,0,0,0,42,3,0,2,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,62,3,0,11,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,2,0,0,0,73,6,0,5,1,0,0,0,6,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,72,6,0,5,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,67,5,0,7,1,0,0,0,0,0,0,0,1
6,0,0,6,1,0,0,27,0,0,0,57,5,0,5,1,0,0,0,1,0,0,1,1
5,0,0,5,1,0,0,1,0,0,0,70,5,0,9,0,0,0,0,10,0,0,1,1
0,0,0,0,0,0,0,1,0,0,0,56,6,0,5,0,0,0,0,12,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,59,3,0,6,2,0,0,0,0,0,0,0,1
2,0,0,2,8,0,0,39,0,0,0,31,3,0,1,2,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,72,4,0,5,0,0,0,0,15,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,37,3,0,2,2,0,0,0,2,0,0,0,1
15,1,0,15,0,1,0,31,0,0,0,33,3,0,3,0,0,0,0,0,0,0,2,1
2,0,0,2,8,0,0,39,0,0,0,40,3,0,2,2,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,29,3,1,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,49,5,0,5,0,0,0,0,5,0,0,0,1
5,0,0,5,1,0,0,5,0,0,0,70,5,0,9,0,0,0,0,10,0,0,1,1
0,0,0,0,1,0,0,2,0,0,0,72,3,0,6,2,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,33,3,0,3,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,52,3,0,5,1,0,0,0,0,0,0,0,1
1,1,0,1,0,0,0,0,0,0,0,73,3,1,5,2,0,1,1,0,0,0,0,1
4,0,0,4,1,0,0,3,0,0,0,70,5,0,9,0,0,0,0,10,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,58,4,0,9,2,0,0,1,9,0,0,0,1
19,1,0,19,0,1,0,29,0,0,0,56,4,0,7,0,0,0,0,3,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,60,3,0,8,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,59,5,0,6,0,0,0,0,5,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,56,5,0,5,0,0,0,0,0,0,0,0,1
59,1,0,59,6,0,0,14,0,0,0,41,4,0,1,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,73,5,0,8,0,0,0,0,16,0,0,0,1
13,0,0,13,7,0,0,2,0,0,0,31,3,0,1,1,0,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,51,3,0,5,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,70,5,0,5,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,2,0,0,0,73,6,1,8,1,0,1,0,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,60,4,0,5,2,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,2,0,0,0,32,3,0,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,15,0,0,0,57,3,0,4,0,0,0,0,22,0,0,1,1
2,0,0,2,4,0,0,16,0,0,0,39,3,0,1,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,35,3,0,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,49,4,0,6,1,1,0,0,0,0,0,0,1
26,1,0,26,1,0,0,15,0,0,0,73,9,0,4,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,3,0,0,0,42,3,0,3,1,0,0,0,6,7780914,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,6,0,4,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,49,6,0,4,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,61,5,0,4,1,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,62,3,0,6,2,0,0,0,0,0,0,0,1
2,0,0,2,4,0,0,16,0,0,0,48,3,0,2,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,73,4,0,5,5,0,0,0,8,164633,2476,0,1
0,0,0,0,0,0,0,1,0,0,0,29,3,0,1,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,66,3,0,14,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,53,3,0,5,2,0,0,0,0,0,0,0,1
16,0,0,16,0,0,0,2,0,0,0,40,5,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,2,0,0,0,61,3,0,5,0,0,0,0,3,0,0,0,1
8,0,0,8,0,0,0,7,0,0,0,73,7,0,6,0,0,0,0,6,1973359,0,0,1
0,0,0,0,0,0,0,0,0,0,0,63,3,0,11,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,52,4,0,6,2,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,4,0,4,2,0,0,0,34,0,0,0,1
1,0,0,1,1,0,0,2,0,0,0,51,3,0,5,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,2,0,0,0,40,3,0,2,0,0,0,0,0,0,0,0,1
6,0,0,6,1,0,0,27,0,0,0,68,5,0,5,2,0,0,0,1,0,0,1,1
1,0,0,1,0,0,0,0,0,0,0,37,3,0,1,2,0,0,0,0,0,0,0,1
2,0,0,2,4,0,0,19,0,0,0,49,3,0,2,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,43,5,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,51,3,0,6,0,0,0,0,0,0,0,0,1
2,0,0,2,4,0,0,18,0,0,0,37,3,0,3,0,0,0,0,0,0,0,1,1
6,0,0,6,1,0,0,27,0,0,0,55,3,0,5,2,0,0,0,1,0,0,1,1
40,1,0,40,5,10,0,9,0,0,0,29,3,0,1,1,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,33,4,0,3,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,73,5,1,5,0,0,1,0,2,8298068,0,0,1
2,0,0,2,4,0,0,18,0,0,0,33,3,0,1,1,0,0,0,0,0,0,1,1
1,1,0,1,0,1,1,1,0,0,0,39,2,0,2,0,0,0,0,0,30758,49426,0,1
0,0,0,0,0,0,0,0,0,0,0,66,3,0,14,1,0,0,0,0,0,0,0,1
29,0,0,29,3,0,0,76,0,1,0,40,6,0,2,1,0,0,0,0,0,0,3,1
4,0,0,4,0,0,0,0,0,0,0,26,3,0,1,0,0,0,0,0,11838,7642,0,1
0,0,0,0,0,0,0,0,0,0,0,38,4,0,2,2,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,49,4,0,5,1,0,0,0,0,5131838,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,6,0,6,2,0,0,0,1,1497,524,0,1
0,0,0,0,0,0,0,0,0,0,0,63,3,0,6,2,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,38,3,0,2,0,0,0,0,0,2962393,0,0,1
12,2,0,12,4,0,0,493,0,0,0,24,3,0,1,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,66,3,0,6,3,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,50,3,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,15,0,0,0,63,4,0,4,0,0,0,0,20,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,57,3,0,5,3,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,52,4,0,5,0,0,0,0,0,0,0,0,1
2,0,0,2,4,0,0,16,0,0,0,28,3,0,1,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,2,0,0,0,73,5,1,6,2,0,0,0,0,0,0,0,1
10,0,0,10,16,0,0,63,0,0,0,33,3,0,3,1,0,0,0,0,1307084,0,1,1
0,0,0,0,0,0,0,15,0,0,0,63,4,0,4,0,0,0,0,22,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,24,3,0,1,1,0,0,0,0,0,0,0,1
15,1,0,15,0,1,0,31,0,0,0,38,4,0,3,0,0,0,0,3,0,0,2,1
26,1,0,26,1,0,0,15,0,0,0,73,9,0,5,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,73,6,0,10,0,0,0,0,16,1693933,0,0,1
2,0,0,2,4,0,0,18,0,0,0,43,4,0,2,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,3,1,6,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,53,3,0,4,1,0,0,0,2,0,0,0,1
2,0,0,2,4,0,0,16,0,0,0,41,3,0,2,2,0,0,0,0,0,0,1,1
1,0,0,1,0,0,0,1,0,0,0,18,3,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,34,5,0,1,0,0,0,0,1,0,0,0,1
11,0,0,11,0,0,0,0,0,0,0,73,4,1,6,0,0,1,0,1,33,13,0,1
0,0,0,0,0,0,0,1,0,0,0,65,5,0,6,0,0,0,0,2,0,0,0,1
2,0,0,2,14,0,0,8,0,0,0,17,3,0,1,0,0,0,0,1,30071,1567,1,1
1,0,0,1,0,0,0,0,0,0,0,28,3,0,2,1,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,56,6,0,4,0,0,0,0,0,0,0,0,1
1,0,0,1,19,0,0,5,0,0,0,73,6,1,6,1,1,1,0,16,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,59,5,0,5,4,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,67,7,0,5,1,0,0,0,3,1008106,12996,0,1
0,0,0,0,0,0,0,0,0,0,0,73,5,0,4,4,0,0,0,14,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,69,4,0,9,1,0,0,0,4,0,0,0,1
2,0,0,2,8,0,0,39,0,0,0,41,3,0,2,2,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,73,7,1,5,1,0,0,0,6,0,0,0,1
3,0,0,3,2,2,0,8,0,0,0,29,3,1,1,1,0,1,0,0,0,0,3,1
2,0,0,2,1,0,0,5,0,0,0,54,4,1,5,0,0,1,0,2,0,0,1,1
26,2,0,26,3,0,0,35,0,0,0,42,5,0,3,0,0,0,0,0,6572235,0,1,1
0,0,0,0,0,0,0,0,0,0,0,67,7,0,5,1,0,0,0,3,1008106,12996,0,1
10,0,0,10,2,0,0,4,0,0,0,42,3,0,2,2,0,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,73,5,0,4,0,0,0,0,22,0,0,0,1
2,0,0,2,1,0,0,5,0,0,0,58,5,1,5,0,0,1,0,1,0,0,1,1
0,0,0,0,2,0,0,0,0,0,0,34,4,0,3,0,0,0,0,0,989524,0,1,1
2,0,0,2,2,0,0,1,0,0,0,64,4,0,4,0,3,0,0,8,0,0,0,1
2,0,0,2,4,0,0,16,0,0,0,33,3,0,1,2,0,0,0,0,0,0,1,1
2,0,0,2,1,0,0,5,0,0,0,52,4,1,5,0,0,1,0,2,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,49,5,0,4,4,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,67,7,0,5,1,0,0,0,1,1008106,12996,0,1
2,0,0,2,1,0,0,5,0,0,0,58,4,1,6,0,0,1,0,2,7756821,0,1,1
0,0,0,0,0,0,0,0,0,0,0,60,3,0,7,2,0,0,0,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,55,5,0,5,4,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,67,7,0,5,1,0,0,0,3,1008106,12996,0,1
1,1,0,1,1,0,0,4,0,0,0,43,3,0,1,0,0,0,0,0,0,0,1,1
2,0,0,2,2,0,0,1,0,0,0,63,3,0,4,0,3,0,0,8,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,0,0,0,0,1
2,0,0,2,4,0,0,16,0,0,0,45,4,0,2,1,0,0,0,0,0,0,1,1
13,0,0,13,7,0,0,2,0,0,0,36,3,0,1,1,0,0,0,1,0,0,1,1
2,0,0,2,4,0,0,18,0,0,0,44,3,0,2,2,0,0,0,0,0,0,1,1
9,0,0,9,3,0,0,0,0,0,0,35,3,0,4,0,0,0,0,0,617188,6913,1,1
15,0,0,15,17,2,0,220,0,1,0,54,6,0,5,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,0,0,0,0,1
3,0,0,3,9,0,0,241,0,0,0,39,3,0,2,2,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,73,4,0,6,1,0,1,0,10,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,3,0,7,0,0,0,0,1,5931,2457,0,1
2,0,0,2,14,0,0,8,0,0,0,25,3,0,1,2,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,49,4,0,4,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,4,0,6,1,0,1,0,10,0,0,0,1
2,0,0,2,4,0,0,18,0,0,0,35,3,0,1,2,0,0,0,0,0,0,1,1
1,0,0,1,0,0,0,0,0,0,0,31,3,0,1,2,0,0,0,0,0,0,0,1
2,0,0,2,4,0,0,13,0,0,0,27,3,0,1,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,49,3,0,5,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,6,0,5,1,0,0,0,8,0,0,0,1
1,0,0,1,19,0,0,5,0,0,0,73,6,1,6,1,1,1,0,15,0,0,1,1
0,0,0,0,0,1,0,0,0,0,0,27,3,0,1,1,0,0,0,1,0,0,0,1
10,0,0,10,1,0,0,11,0,0,0,73,5,0,4,1,0,0,0,18,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,39,4,0,2,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,32,3,0,1,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,67,7,0,5,1,0,0,0,3,1008106,12996,0,1
0,0,0,0,0,1,0,0,0,0,0,28,3,0,1,1,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,58,4,0,5,2,0,0,0,0,0,0,0,1
9,0,0,9,4,0,0,2,0,0,0,36,4,0,3,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,73,7,1,5,1,0,0,0,6,0,0,0,1
2,0,0,2,4,0,0,13,0,0,0,37,3,0,2,1,0,0,0,0,0,0,1,1
4,0,0,4,1,0,0,3,0,0,0,39,3,0,2,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,52,4,0,5,4,0,0,0,0,0,0,0,1
2,0,0,2,4,0,0,16,0,0,0,45,3,0,2,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,67,7,0,5,1,0,0,0,3,1008106,12996,0,1
2,0,0,2,4,0,0,92,0,0,0,38,3,0,2,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,1,0,0,0,53,3,0,6,2,0,0,0,0,0,0,0,1
2,0,0,2,4,0,0,16,0,0,0,42,3,0,2,2,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,73,5,0,4,0,0,0,0,24,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,73,5,0,7,1,1,0,0,5,0,0,0,1
2,0,0,2,8,0,0,6,0,0,0,72,7,0,7,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,1,0,0,0,64,4,0,6,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,71,6,0,7,2,0,0,0,0,37602,451,0,1
3,0,0,3,5,0,0,3,0,0,0,73,3,0,5,0,0,0,0,19,6001,2145,0,1
3,0,0,3,2,2,0,8,0,0,0,41,3,1,1,2,0,1,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,45,5,0,2,1,0,0,0,0,0,0,0,1
22,1,0,22,16,0,0,178,0,0,0,38,4,0,2,0,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,67,7,0,5,1,0,0,0,3,1008106,12996,0,1
2,0,0,2,4,0,0,92,0,0,0,29,3,0,1,1,0,0,0,0,0,0,1,1
1,0,0,1,0,0,0,0,0,0,0,29,3,0,2,1,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,73,3,0,5,3,2,0,0,21,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,53,4,0,5,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,73,3,0,5,3,1,0,0,21,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,62,3,0,6,3,0,0,0,0,0,0,0,1
3,0,0,3,5,0,0,3,0,0,0,59,3,0,6,0,0,0,0,3,6001,2145,0,1
0,0,0,0,0,0,0,0,0,0,0,73,4,0,6,1,0,1,0,10,0,0,0,1
2,0,0,2,2,0,0,73,0,0,0,22,3,0,1,0,0,0,0,2,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,63,4,0,7,1,0,0,0,6,60543,0,0,1
1,0,0,1,1,0,0,2,0,0,0,26,3,0,3,0,0,0,0,0,58249,715,0,1
0,0,0,0,0,0,0,0,0,0,0,40,4,0,2,2,0,0,0,0,0,0,0,1
3,0,0,3,0,0,0,1,0,0,0,22,3,0,1,0,0,0,0,0,0,0,1,1
3,0,0,3,0,0,0,0,0,0,0,36,3,0,2,0,0,0,0,0,0,0,0,1
3,0,0,3,1,0,0,3,0,0,0,44,6,0,2,1,0,0,0,0,0,0,0,1
